Date Collected,MLVA Type,MLVA Loci Size
11/02/2009,3-10-14-11-496,162-229-342-371-496
11/02/2009,3-11-11-14-523,162-235-324-389-523
11/02/2009,3-11-11-14-523,162-235-324-389-523
11/02/2009,3-12-12-12-523,162-241-330-377-523
11/02/2009,3-9-7-12-523,162-223-300-377-523
11/02/2009,3-9-7-12-523,162-223-300-377-523
11/02/2009,3-9-7-13-523,162-223-300-383-523
11/02/2009,3-9-8-12-523,162-223-306-377-523
11/02/2009,3-9-8-12-523,162-223-306-377-523
11/02/2009,3-9-8-12-523,162-223-306-377-523
11/02/2009,3-9-8-12-523,162-223-306-377-523
11/02/2009,3-9-8-12-523,162-223-306-377-523
11/02/2009,3-9-8-12-523,162-223-306-377-523
11/02/2009,3-9-8-12-523,162-223-306-377-523
11/02/2009,3-9-8-12-523,162-223-306-377-523
11/02/2009,4-10-13-0-544,171-229-336-0-544
11/02/2009,5-11-11-12-490,180-235-324-377-490
12/02/2009,3-12-9-10-550,162-241-312-365-550
12/02/2009,3-9-7-12-523,162-223-300-377-523
12/02/2009,3-9-8-12-523,162-223-306-377-523
12/02/2009,3-9-8-12-523,162-223-306-377-523
12/02/2009,4-15-11-0-490,171-259-324-0-490
12/02/2009,5-11-11-12-490,180-235-324-377-490
12/02/2009,5-11-11-12-490,180-235-324-377-490
13/02/2009,3-12-9-12-523,162-241-312-377-523
13/02/2009,3-16-11-11-523,162-265-324-371-523
13/02/2009,3-23-12-11-523,162-307-330-371-523
13/02/2009,3-9-8-12-523,162-223-306-377-523
13/02/2009,3-9-8-12-523,162-223-306-377-523
13/02/2009,3-9-8-12-523,162-223-306-377-523
13/02/2009,3-9-8-12-523,162-223-306-377-523
13/02/2009,3-9-8-12-523,162-223-306-377-523
13/02/2009,3-9-8-12-523,162-223-306-377-523
13/02/2009,3-9-8-12-523,162-223-306-377-523
14/02/2009,3-17-16-13-523,162-271-354-383-523
14/02/2009,3-9-7-12-523,162-223-300-377-523
14/02/2009,3-9-7-12-523,162-223-300-377-523
14/02/2009,3-9-7-12-523,162-223-300-377-523
14/02/2009,3-9-8-12-523,162-223-306-377-523
15/02/2009,3-10-7-9-523,162-229-300-359-523
15/02/2009,3-9-8-12-523,162-223-306-377-523
15/02/2009,3-9-8-12-523,162-223-306-377-523
16/02/2009,3-11-10-8-523,162-235-318-353-523
16/02/2009,3-12-12-12-523,162-241-330-377-523
16/02/2009,3-12-12-12-523,162-241-330-377-523
16/02/2009,3-12-9-10-550,162-241-312-365-550
16/02/2009,3-12-9-10-550,162-241-312-365-550
16/02/2009,3-9-6-12-523,162-223-294-377-523
16/02/2009,3-9-7-12-523,162-223-300-377-523
16/02/2009,3-9-8-12-523,162-223-306-377-523
16/02/2009,3-9-8-12-523,162-223-306-377-523
16/02/2009,3-9-8-12-523,162-223-306-377-523
16/02/2009,3-9-8-12-523,162-223-306-377-523
17/02/2009,3-12-10-12-523,162-241-318-377-523
17/02/2009,3-9-7-12-523,162-223-300-377-523
17/02/2009,3-9-7-12-523,162-223-300-377-523
17/02/2009,3-9-7-12-523,162-223-300-377-523
17/02/2009,3-9-7-12-523,162-223-300-377-523
17/02/2009,3-9-7-13-523,162-223-300-383-523
17/02/2009,3-9-7-13-523,162-223-300-383-523
18/02/2009,3-11-10-8-523,162-235-318-353-523
18/02/2009,3-12-12-12-523,162-241-330-377-523
18/02/2009,3-15-13-13-457,162-259-336-383-457
18/02/2009,3-9-7-12-523,162-223-300-377-523
18/02/2009,3-9-7-13-523,162-223-300-383-523
18/02/2009,3-9-8-12-523,162-223-306-377-523
18/02/2009,3-9-8-13-523,162-223-306-383-523
18/02/2009,5-11-11-12-490,180-235-324-377-490
18/02/2009,5-11-11-12-490,180-235-324-377-490
18/02/2009,5-11-11-12-490,180-235-324-377-490
19/02/2009,3-10-14-11-496,162-229-342-371-496
19/02/2009,3-10-15-11-496,162-229-348-371-496
19/02/2009,3-10-9-9-523,162-229-312-359-523
19/02/2009,3-11-10-8-523,162-235-318-353-523
19/02/2009,3-12-12-12-523,162-241-330-377-523
19/02/2009,3-12-12-12-523,162-241-330-377-523
19/02/2009,3-12-12-12-523,162-241-330-377-523
19/02/2009,3-9-8-12-523,162-223-306-377-523
19/02/2009,3-9-8-12-523,162-223-306-377-523
19/02/2009,3-9-8-12-523,162-223-306-377-523
20/02/2009,3-12-12-12-523,162-241-330-377-523
20/02/2009,3-9-7-13-523,162-223-300-383-523
20/02/2009,3-9-8-12-523,162-223-306-377-523
20/02/2009,3-9-8-12-523,162-223-306-377-523
20/02/2009,3-9-9-12-523,162-223-312-377-523
20/02/2009,4-15-11-0-490,171-259-324-0-490
20/02/2009,5-14-9-9-490,180-253-312-359-490
21/02/2009,3-16-11-12-523,162-265-324-377-523
21/02/2009,3-17-16-13-523,162-271-354-383-523
21/02/2009,3-9-8-12-523,162-223-306-377-523
21/02/2009,3-9-8-12-523,162-223-306-377-523
21/02/2009,3-9-8-12-523,162-223-306-377-523
22/02/2009,3-9-7-13-523,162-223-300-383-523
23/02/2009,3-10-14-11-496,162-229-342-371-496
23/02/2009,3-12-10-12-523,162-241-318-377-523
23/02/2009,3-12-10-12-523,162-241-318-377-523
23/02/2009,3-12-12-12-523,162-241-330-377-523
23/02/2009,3-12-9-10-550,162-241-312-365-550
23/02/2009,3-17-16-13-523,162-271-354-383-523
23/02/2009,3-9-7-12-523,162-223-300-377-523
23/02/2009,3-9-7-12-523,162-223-300-377-523
23/02/2009,3-9-7-13-523,162-223-300-383-523
23/02/2009,3-9-7-13-523,162-223-300-383-523
23/02/2009,3-9-8-12-523,162-223-306-377-523
23/02/2009,3-9-8-12-523,162-223-306-377-523
23/02/2009,3-9-8-12-523,162-223-306-377-523
23/02/2009,3-9-8-12-523,162-223-306-377-523
23/02/2009,3-9-8-12-523,162-223-306-377-523
23/02/2009,3-9-8-12-523,162-223-306-377-523
23/02/2009,3-9-8-12-523,162-223-306-377-523
24/02/2009,3-10-15-11-496,162-229-348-371-496
24/02/2009,3-10-7-9-523,162-229-300-359-523
24/02/2009,3-11-14-11-496,162-235-342-371-496
24/02/2009,3-12-9-10-550,162-241-312-365-550
24/02/2009,3-12-9-10-550,162-241-312-365-550
24/02/2009,3-16-17-13-523,162-265-360-383-523
24/02/2009,3-9-7-12-523,162-223-300-377-523
24/02/2009,3-9-8-12-523,162-223-306-377-523
25/02/2009,3-10-14-11-496,162-229-342-371-496
25/02/2009,3-23-12-10-523,162-307-330-365-523
25/02/2009,3-9-7-12-523,162-223-300-377-523
25/02/2009,3-9-7-12-523,162-223-300-377-523
25/02/2009,3-9-8-12-523,162-223-306-377-523
25/02/2009,3-9-8-12-523,162-223-306-377-523
25/02/2009,3-9-8-12-523,162-223-306-377-523
25/02/2009,3-9-8-12-523,162-223-306-377-523
25/02/2009,3-9-8-12-523,162-223-306-377-523
25/02/2009,3-9-8-12-523,162-223-306-377-523
25/02/2009,3-9-8-12-523,162-223-306-377-523
26/02/2009,3-10-14-11-496,162-229-342-371-496
26/02/2009,3-11-12-10-523,162-235-330-365-523
26/02/2009,3-16-17-13-523,162-265-360-383-523
26/02/2009,3-26-15-11-523,162-325-348-371-523
26/02/2009,3-9-7-12-523,162-223-300-377-523
26/02/2009,3-9-7-12-523,162-223-300-377-523
26/02/2009,3-9-7-12-523,162-223-300-377-523
26/02/2009,3-9-7-12-523,162-223-300-377-523
26/02/2009,3-9-7-12-523,162-223-300-377-523
26/02/2009,3-9-7-12-523,162-223-300-377-523
26/02/2009,3-9-7-12-523,162-223-300-377-523
26/02/2009,3-9-7-13-523,162-223-300-383-523
26/02/2009,3-9-8-12-523,162-223-306-377-523
26/02/2009,3-9-8-12-523,162-223-306-377-523
26/02/2009,3-9-8-12-523,162-223-306-377-523
27/02/2009,3-12-12-12-523,162-241-330-377-523
27/02/2009,3-12-9-10-523,162-241-312-365-523
27/02/2009,3-13-9-10-550,162-247-312-365-550
27/02/2009,3-21-14-12-523,162-295-342-377-523
27/02/2009,3-9-8-12-523,162-223-306-377-523
27/02/2009,3-9-8-12-523,162-223-306-377-523
27/02/2009,3-9-8-12-523,162-223-306-377-523
28/02/2009,3-13-9-10-550,162-247-312-365-550
28/02/2009,3-9-8-12-523,162-223-306-377-523
1/03/2009,3-10-7-9-523,162-229-300-359-523
1/03/2009,3-12-9-10-523,162-241-312-365-523
1/03/2009,3-12-9-10-550,162-241-312-365-550
1/03/2009,3-9-7-12-523,162-223-300-377-523
1/03/2009,3-9-8-12-523,162-223-306-377-523
2/03/2009,3-10-14-11-496,162-229-342-371-496
2/03/2009,3-12-9-10-550,162-241-312-365-550
2/03/2009,3-15-0-0-517,162-259-0-0-517
2/03/2009,3-16-17-13-523,162-265-360-383-523
2/03/2009,3-17-16-13-523,162-271-354-383-523
2/03/2009,3-24-14-10-523,162-313-342-365-523
2/03/2009,3-9-8-10-523,162-223-306-365-523
2/03/2009,3-9-8-12-523,162-223-306-377-523
3/03/2009,3-10-14-11-496,162-229-342-371-496
3/03/2009,3-10-7-9-523,162-229-300-359-523
3/03/2009,3-11-10-8-523,162-235-318-353-523
3/03/2009,3-14-21-12-523,162-253-384-377-523
3/03/2009,3-17-16-13-523,162-271-354-383-523
3/03/2009,3-24-14-10-523,162-313-342-365-523
3/03/2009,3-9-8-12-523,162-223-306-377-523
3/03/2009,3-9-8-12-523,162-223-306-377-523
3/03/2009,3-9-8-12-523,162-223-306-377-523
3/03/2009,3-9-8-12-523,162-223-306-377-523
3/03/2009,4-14-10-0-490,171-253-318-0-490
3/03/2009,4-16-11-0-490,171-265-324-0-490
4/03/2009,3-12-9-10-550,162-241-312-365-550
4/03/2009,3-12-9-10-550,162-241-312-365-550
4/03/2009,3-9-8-12-523,162-223-306-377-523
4/03/2009,3-9-9-12-523,162-223-312-377-523
4/03/2009,4-15-16-10-490,171-259-354-365-490
4/03/2009,5-16-13-10-490,180-265-336-365-490
5/03/2009,3-12-9-10-550,162-241-312-365-550
5/03/2009,3-12-9-10-550,162-241-312-365-550
5/03/2009,3-13-9-10-550,162-247-312-365-550
5/03/2009,3-15-11-10-523,162-259-324-365-523
5/03/2009,3-9-7-12-523,162-223-300-377-523
5/03/2009,3-9-7-12-523,162-223-300-377-523
5/03/2009,3-9-7-12-523,162-223-300-377-523
5/03/2009,3-9-8-12-523,162-223-306-377-523
5/03/2009,3-9-8-12-523,162-223-306-377-523
6/03/2009,3-11-10-9-523,162-235-318-359-523
6/03/2009,3-12-9-10-550,162-241-312-365-550
6/03/2009,3-12-9-10-550,162-241-312-365-550
6/03/2009,3-12-9-10-550,162-241-312-365-550
6/03/2009,3-22-13-12-523,162-301-336-377-523
6/03/2009,3-9-7-13-523,162-223-300-383-523
6/03/2009,3-9-8-12-523,162-223-306-377-523
6/03/2009,3-9-8-12-523,162-223-306-377-523
7/03/2009,3-9-8-12-523,162-223-306-377-523
7/03/2009,3-9-8-12-523,162-223-306-377-523
8/03/2009,3-10-7-9-523,162-229-300-359-523
8/03/2009,3-9-7-13-523,162-223-300-383-523
8/03/2009,3-9-8-12-523,162-223-306-377-523
8/03/2009,3-9-8-12-523,162-223-306-377-523
8/03/2009,3-9-8-13-523,162-223-306-383-523
9/03/2009,3-10-14-11-496,162-229-342-371-496
9/03/2009,3-10-15-11-496,162-229-348-371-496
9/03/2009,3-12-9-10-550,162-241-312-365-550
9/03/2009,3-15-12-10-523,162-259-330-365-523
9/03/2009,3-16-17-13-523,162-265-360-383-523
9/03/2009,3-9-7-13-523,162-223-300-383-523
9/03/2009,3-9-7-13-523,162-223-300-383-523
9/03/2009,4-13-10-0-490,171-247-318-0-490
9/03/2009,4-16-11-0-490,171-265-324-0-490
9/03/2009,4-16-11-0-490,171-265-324-0-490
9/03/2009,4-16-15-0-517,171-265-348-0-517
10/03/2009,3-15-12-10-523,162-259-330-365-523
10/03/2009,3-21-14-12-523,162-295-342-377-523
10/03/2009,3-9-7-12-523,162-223-300-377-523
10/03/2009,3-9-7-12-523,162-223-300-377-523
10/03/2009,3-9-7-12-523,162-223-300-377-523
10/03/2009,3-9-7-12-523,162-223-300-377-523
10/03/2009,3-9-7-12-523,162-223-300-377-523
10/03/2009,3-9-7-12-523,162-223-300-377-523
10/03/2009,3-9-7-13-523,162-223-300-383-523
10/03/2009,3-9-8-12-523,162-223-306-377-523
10/03/2009,3-9-9-12-523,162-223-312-377-523
11/03/2009,3-10-8-10-523,162-229-306-365-523
11/03/2009,3-11-10-8-523,162-235-318-353-523
11/03/2009,3-15-12-10-523,162-259-330-365-523
11/03/2009,3-15-12-10-523,162-259-330-365-523
11/03/2009,3-27-15-11-523,162-331-348-371-523
11/03/2009,3-9-7-12-523,162-223-300-377-523
11/03/2009,3-9-7-12-523,162-223-300-377-523
11/03/2009,3-9-7-13-523,162-223-300-383-523
11/03/2009,3-9-8-12-523,162-223-306-377-523
11/03/2009,3-9-8-12-523,162-223-306-377-523
12/03/2009,3-11-10-9-523,162-235-318-359-523
12/03/2009,3-12-9-10-550,162-241-312-365-550
12/03/2009,3-16-17-13-523,162-265-360-383-523
12/03/2009,4-15-11-0-490,171-259-324-0-490
13/03/2009,3-10-14-10-496,162-229-342-365-496
13/03/2009,3-10-14-10-496,162-229-342-365-496
13/03/2009,3-11-10-8-523,162-235-318-353-523
13/03/2009,3-12-12-12-523,162-241-330-377-523
13/03/2009,3-12-9-10-550,162-241-312-365-550
13/03/2009,3-12-9-10-550,162-241-312-365-550
13/03/2009,3-28-14-11-523,162-337-342-371-523
13/03/2009,3-9-7-12-523,162-223-300-377-523
13/03/2009,3-9-7-12-523,162-223-300-377-523
13/03/2009,3-9-8-12-523,162-223-306-377-523
13/03/2009,3-9-8-12-523,162-223-306-377-523
13/03/2009,3-9-8-12-523,162-223-306-377-523
13/03/2009,3-9-8-12-523,162-223-306-377-523
13/03/2009,3-9-8-12-523,162-223-306-377-523
13/03/2009,4-13-10-0-490,171-247-318-0-490
14/03/2009,3-9-7-12-523,162-223-300-377-523
14/03/2009,3-9-8-12-523,162-223-306-377-523
15/03/2009,3-9-7-12-523,162-223-300-377-523
15/03/2009,3-9-8-12-523,162-223-306-377-523
15/03/2009,3-9-8-12-523,162-223-306-377-523
16/03/2009,3-10-7-9-523,162-229-300-359-523
16/03/2009,3-10-7-9-523,162-229-300-359-523
16/03/2009,3-11-10-8-523,162-235-318-353-523
16/03/2009,3-11-10-8-523,162-235-318-353-523
16/03/2009,3-12-12-12-523,162-241-330-377-523
16/03/2009,3-9-7-12-523,162-223-300-377-523
16/03/2009,3-9-7-12-523,162-223-300-377-523
16/03/2009,3-9-7-12-523,162-223-300-377-523
16/03/2009,3-9-7-12-523,162-223-300-377-523
16/03/2009,3-9-8-12-523,162-223-306-377-523
16/03/2009,3-9-8-12-523,162-223-306-377-523
16/03/2009,4-14-9-0-490,171-253-312-0-490
17/03/2009,3-11-10-8-523,162-235-318-353-523
17/03/2009,3-9-7-12-523,162-223-300-377-523
17/03/2009,3-9-7-12-523,162-223-300-377-523
17/03/2009,3-9-7-12-523,162-223-300-377-523
17/03/2009,3-9-7-13-523,162-223-300-383-523
17/03/2009,3-9-8-12-523,162-223-306-377-523
17/03/2009,3-9-8-12-523,162-223-306-377-523
17/03/2009,3-9-8-12-523,162-223-306-377-523
17/03/2009,3-9-8-12-523,162-223-306-377-523
17/03/2009,3-9-8-12-523,162-223-306-377-523
18/03/2009,3-10-16-11-496,162-229-354-371-496
18/03/2009,3-12-12-12-523,162-241-330-377-523
18/03/2009,3-15-12-10-523,162-259-330-365-523
18/03/2009,3-9-7-11-523,162-223-300-371-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-7-12-523,162-223-300-377-523
18/03/2009,3-9-8-12-523,162-223-306-377-523
18/03/2009,3-9-8-12-523,162-223-306-377-523
18/03/2009,3-9-8-12-523,162-223-306-377-523
18/03/2009,3-9-8-12-523,162-223-306-377-523
18/03/2009,3-9-8-12-523,162-223-306-377-523
18/03/2009,3-9-8-12-523,162-223-306-377-523
18/03/2009,6-16-0-0-490,189-265-0-0-490
18/03/2009,6-16-0-0-490,189-265-0-0-490
19/03/2009,3-11-10-8-523,162-235-318-353-523
19/03/2009,3-11-7-9-523,162-235-300-359-523
19/03/2009,3-12-9-10-550,162-241-312-365-550
19/03/2009,3-9-7-11-523,162-223-300-371-523
19/03/2009,3-9-7-12-523,162-223-300-377-523
19/03/2009,3-9-7-12-523,162-223-300-377-523
19/03/2009,3-9-7-12-523,162-223-300-377-523
19/03/2009,3-9-7-12-523,162-223-300-377-523
19/03/2009,3-9-7-12-523,162-223-300-377-523
19/03/2009,3-9-7-12-523,162-223-300-377-523
19/03/2009,3-9-7-12-523,162-223-300-377-523
19/03/2009,3-9-7-13-523,162-223-300-383-523
19/03/2009,3-9-8-13-523,162-223-306-383-523
19/03/2009,4-16-11-0-490,171-265-324-0-490
19/03/2009,5-14-9-9-490,180-253-312-359-490
20/03/2009,3-10-14-11-496,162-229-342-371-496
20/03/2009,3-10-14-11-496,162-229-342-371-496
20/03/2009,3-10-7-9-523,162-229-300-359-523
20/03/2009,3-8-7-12-523,162-217-300-377-523
20/03/2009,3-8-7-12-523,162-217-300-377-523
20/03/2009,3-9-7-12-523,162-223-300-377-523
20/03/2009,3-9-7-12-523,162-223-300-377-523
20/03/2009,3-9-7-12-523,162-223-300-377-523
20/03/2009,3-9-8-11-523,162-223-306-371-523
20/03/2009,3-9-8-12-523,162-223-306-377-523
20/03/2009,3-9-8-12-523,162-223-306-377-523
20/03/2009,3-9-8-12-523,162-223-306-377-523
20/03/2009,3-9-8-12-523,162-223-306-377-523
20/03/2009,3-9-8-12-523,162-223-306-377-523
21/03/2009,3-12-9-10-550,162-241-312-365-550
21/03/2009,3-9-7-12-523,162-223-300-377-523
22/03/2009,3-12-9-10-550,162-241-312-365-550
22/03/2009,3-17-16-13-523,162-271-354-383-523
22/03/2009,3-9-7-12-523,162-223-300-377-523
22/03/2009,3-9-7-12-523,162-223-300-377-523
22/03/2009,3-9-7-13-523,162-223-300-383-523
22/03/2009,3-9-8-12-523,162-223-306-377-523
23/03/2009,3-12-9-10-550,162-241-312-365-550
23/03/2009,3-12-9-10-550,162-241-312-365-550
23/03/2009,3-13-8-11-523,162-247-306-371-523
23/03/2009,3-14-8-13-523,162-253-306-383-523
23/03/2009,3-15-10-13-523,162-259-318-383-523
23/03/2009,3-9-7-12-523,162-223-300-377-523
23/03/2009,3-9-7-12-523,162-223-300-377-523
23/03/2009,3-9-7-12-523,162-223-300-377-523
23/03/2009,3-9-7-12-523,162-223-300-377-523
23/03/2009,3-9-7-13-523,162-223-300-383-523
23/03/2009,3-9-8-12-523,162-223-306-377-523
23/03/2009,3-9-8-12-523,162-223-306-377-523
23/03/2009,3-9-8-12-523,162-223-306-377-523
23/03/2009,3-9-8-12-523,162-223-306-377-523
23/03/2009,3-9-8-12-523,162-223-306-377-523
23/03/2009,3-9-8-12-523,162-223-306-377-523
23/03/2009,4-16-11-0-490,171-265-324-0-490
23/03/2009,5-15-16-12-490,180-259-354-377-490
24/03/2009,3-12-9-9-550,162-241-312-359-550
24/03/2009,3-9-7-12-523,162-223-300-377-523
24/03/2009,3-9-7-12-523,162-223-300-377-523
24/03/2009,3-9-8-12-523,162-223-306-377-523
24/03/2009,3-9-8-12-523,162-223-306-377-523
24/03/2009,3-9-8-12-523,162-223-306-377-523
24/03/2009,3-9-8-12-523,162-223-306-377-523
24/03/2009,6-11-16-9-490,189-235-354-359-490
25/03/2009,3-10-14-10-496,162-229-342-365-496
25/03/2009,3-10-14-10-496,162-229-342-365-496
25/03/2009,3-11-10-8-523,162-235-318-353-523
25/03/2009,3-12-9-10-550,162-241-312-365-550
25/03/2009,3-9-7-12-523,162-223-300-377-523
25/03/2009,3-9-7-12-523,162-223-300-377-523
25/03/2009,3-9-7-13-523,162-223-300-383-523
25/03/2009,3-9-8-12-523,162-223-306-377-523
26/03/2009,3-10-8-9-523,162-229-306-359-523
26/03/2009,3-12-9-10-550,162-241-312-365-550
26/03/2009,3-22-13-12-523,162-301-336-377-523
26/03/2009,3-9-8-12-523,162-223-306-377-523
26/03/2009,3-9-8-12-523,162-223-306-377-523
26/03/2009,3-9-8-12-523,162-223-306-377-523
27/03/2009,3-12-9-10-550,162-241-312-365-550
27/03/2009,3-9-8-12-523,162-223-306-377-523
27/03/2009,3-9-8-12-523,162-223-306-377-523
27/03/2009,3-9-8-12-523,162-223-306-377-523
27/03/2009,3-9-8-12-523,162-223-306-377-523
27/03/2009,3-9-8-12-523,162-223-306-377-523
27/03/2009,3-9-8-12-523,162-223-306-377-523
28/03/2009,3-9-8-12-523,162-223-306-377-523
28/03/2009,3-9-8-12-523,162-223-306-377-523
29/03/2009,3-10-9-12-523,162-229-312-377-523
29/03/2009,3-13-15-9-523,162-247-348-359-523
29/03/2009,3-15-10-13-523,162-259-318-383-523
29/03/2009,5-16-13-10-490,180-265-336-365-490
30/03/2009,3-10-7-9-523,162-229-300-359-523
30/03/2009,3-10-9-12-523,162-229-312-377-523
30/03/2009,3-11-10-8-523,162-235-318-353-523
30/03/2009,3-9-7-12-523,162-223-300-377-523
30/03/2009,3-9-7-12-523,162-223-300-377-523
30/03/2009,3-9-7-13-523,162-223-300-383-523
30/03/2009,3-9-7-13-523,162-223-300-383-523
30/03/2009,3-9-8-12-523,162-223-306-377-523
30/03/2009,3-9-8-12-523,162-223-306-377-523
30/03/2009,3-9-8-12-523,162-223-306-377-523
30/03/2009,3-9-8-12-523,162-223-306-377-523
30/03/2009,4-16-11-0-490,171-265-324-0-490
31/03/2009,3-10-7-9-523,162-229-300-359-523
31/03/2009,3-10-9-12-523,162-229-312-377-523
31/03/2009,3-11-8-9-523,162-235-306-359-523
31/03/2009,3-9-7-12-523,162-223-300-377-523
31/03/2009,3-9-7-13-523,162-223-300-383-523
31/03/2009,3-9-7-13-523,162-223-300-383-523
31/03/2009,3-9-7-13-523,162-223-300-383-523
31/03/2009,3-9-8-12-523,162-223-306-377-523
31/03/2009,3-9-8-12-523,162-223-306-377-523
31/03/2009,4-16-14-0-517,171-265-342-0-517
31/03/2009,4-16-14-0-517,171-265-342-0-517
1/04/2009,3-12-9-10-550,162-241-312-365-550
1/04/2009,3-15-12-10-523,162-259-330-365-523
1/04/2009,3-9-7-12-523,162-223-300-377-523
1/04/2009,3-9-7-13-523,162-223-300-383-523
1/04/2009,3-9-7-13-523,162-223-300-383-523
1/04/2009,3-9-7-13-523,162-223-300-383-523
1/04/2009,3-9-8-12-523,162-223-306-377-523
1/04/2009,3-9-8-12-523,162-223-306-377-523
1/04/2009,4-16-14-0-517,171-265-342-0-517
2/04/2009,3-10-10-8-523,162-229-318-353-523
2/04/2009,3-9-7-13-523,162-223-300-383-523
2/04/2009,3-9-7-13-523,162-223-300-383-523
2/04/2009,3-9-7-13-523,162-223-300-383-523
2/04/2009,3-9-8-12-523,162-223-306-377-523
2/04/2009,3-9-8-12-523,162-223-306-377-523
2/04/2009,4-8-17-0-544,171-217-360-0-544
2/04/2009,5-15-10-12-490,180-259-318-377-490
3/04/2009,3-17-15-13-523,162-271-348-383-523
3/04/2009,3-9-7-12-523,162-223-300-377-523
3/04/2009,3-9-7-12-523,162-223-300-377-523
3/04/2009,3-9-7-13-523,162-223-300-383-523
3/04/2009,3-9-8-12-523,162-223-306-377-523
3/04/2009,3-9-8-12-523,162-223-306-377-523
3/04/2009,3-9-8-12-523,162-223-306-377-523
3/04/2009,4-8-17-0-544,171-217-360-0-544
4/04/2009,3-12-9-10-550,162-241-312-365-550
4/04/2009,3-9-7-13-523,162-223-300-383-523
5/04/2009,3-12-9-11-523,162-241-312-371-523
5/04/2009,3-9-7-12-523,162-223-300-377-523
5/04/2009,3-9-7-12-523,162-223-300-377-523
6/04/2009,3-10-15-11-496,162-229-348-371-496
6/04/2009,3-10-8-9-523,162-229-306-359-523
6/04/2009,3-10-8-9-523,162-229-306-359-523
6/04/2009,3-12-9-10-550,162-241-312-365-550
6/04/2009,3-15-10-13-523,162-259-318-383-523
6/04/2009,3-9-7-12-523,162-223-300-377-523
6/04/2009,3-9-8-12-523,162-223-306-377-523
6/04/2009,4-15-10-0-517,171-259-318-0-517
6/04/2009,4-15-11-0-490,171-259-324-0-490
6/04/2009,4-16-15-0-517,171-265-348-0-517
7/04/2009,3-11-10-8-523,162-235-318-353-523
7/04/2009,3-12-9-11-523,162-241-312-371-523
7/04/2009,3-13-12-12-523,162-247-330-377-523
7/04/2009,3-15-9-13-523,162-259-312-383-523
7/04/2009,3-9-7-12-523,162-223-300-377-523
7/04/2009,3-9-7-12-523,162-223-300-377-523
7/04/2009,3-9-8-12-523,162-223-306-377-523
7/04/2009,3-9-8-12-523,162-223-306-377-523
7/04/2009,3-9-8-12-523,162-223-306-377-523
7/04/2009,3-9-8-12-523,162-223-306-377-523
7/04/2009,3-9-8-12-523,162-223-306-377-523
7/04/2009,3-9-8-12-523,162-223-306-377-523
7/04/2009,3-9-8-12-523,162-223-306-377-523
7/04/2009,6-11-15-16-490,189-235-348-401-490
7/04/2009,6-11-17-9-490,189-235-360-359-490
8/04/2009,3-10-8-9-523,162-229-306-359-523
8/04/2009,3-9-7-12-523,162-223-300-377-523
8/04/2009,3-9-7-12-523,162-223-300-377-523
8/04/2009,3-9-7-12-523,162-223-300-377-523
8/04/2009,3-9-8-12-523,162-223-306-377-523
9/04/2009,3-9-7-12-523,162-223-300-377-523
9/04/2009,3-9-7-12-523,162-223-300-377-523
9/04/2009,3-9-7-12-523,162-223-300-377-523
9/04/2009,3-9-7-12-622,162-223-300-377-622
9/04/2009,3-9-8-12-523,162-223-306-377-523
9/04/2009,3-9-8-12-523,162-223-306-377-523
10/04/2009,3-12-9-10-550,162-241-312-365-550
10/04/2009,3-9-7-12-523,162-223-300-377-523
11/04/2009,3-10-14-11-496,162-229-342-371-496
11/04/2009,3-10-8-9-523,162-229-306-359-523
11/04/2009,3-12-9-11-550,162-241-312-371-550
11/04/2009,3-9-7-12-523,162-223-300-377-523
11/04/2009,3-9-7-12-523,162-223-300-377-523
11/04/2009,3-9-8-12-523,162-223-306-377-523
12/04/2009,3-14-8-13-523,162-253-306-383-523
12/04/2009,3-9-10-11-523,162-223-318-371-523
12/04/2009,3-9-8-12-523,162-223-306-377-523
13/04/2009,3-9-7-12-523,162-223-300-377-523
13/04/2009,3-9-7-12-523,162-223-300-377-523
13/04/2009,4-15-11-0-490,171-259-324-0-490
13/04/2009,4-15-11-0-490,171-259-324-0-490
